workspace_id,request_timestamp,response_timestamp,log_id,conversation_id,input,entities,intent and confidence,output
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:20:51.539Z,2019-05-14T05:20:51.556Z,a963a2ff-f201-4f17-b96e-acad44946d74,93ad9194-9b26-4d73-ae96-3a8897958183,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:21:11.795Z,2019-05-14T05:21:11.936Z,87c06df8-853c-4bf3-a46b-aad9f3db3ea3,93ad9194-9b26-4d73-ae96-3a8897958183,i want to know my net asset value,"[{""entity"":""eNav"",""location"":[18,33],""value"":""Nav"",""confidence"":0.9975610971450806}]","{""intent"":""iKnowMyNavValue"",""confidence"":0.758511734008789}","{{{check_account}}} ,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:21:00.277Z,2019-05-14T05:21:02.239Z,2768b88c-8315-4d43-91aa-48bd505e23e1,93ad9194-9b26-4d73-ae96-3a8897958183,my customer id is 12345,"[{""entity"":""eInceptionDate"",""location"":[18,23],""value"":""12345"",""confidence"":0.2460087239742279},{""entity"":""sys-number"",""location"":[18,23],""value"":""12345"",""confidence"":1,""metadata"":{""numeric_value"":12345}}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.9157547950744629}",<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:22:25.235Z,2019-05-14T05:22:25.323Z,46b8a8fe-0150-44ea-b62c-b09b4a7b1629,93ad9194-9b26-4d73-ae96-3a8897958183,from the second one,"[{""entity"":""eSelection"",""location"":[9,19],""value"":""second"",""confidence"":1},{""entity"":""sys-number"",""location"":[16,19],""value"":""1"",""confidence"":1,""metadata"":{""numeric_value"":1}}]",,{{{check_for_user_scheme_selection_for_redemption}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:23:08.772Z,2019-05-14T05:23:08.807Z,9218652a-4c92-41e3-afc2-a8b829e57bdd,93ad9194-9b26-4d73-ae96-3a8897958183,bye-bye,[],"{""intent"":""iByeBye"",""confidence"":0.9739147186279298}",Fantastic! I am glad I could help. Bye
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:22:50.764Z,2019-05-14T05:22:50.856Z,ce9b2290-c82e-4787-a29f-85e36253470c,93ad9194-9b26-4d73-ae96-3a8897958183,request submitted,"[{""entity"":""Submitted"",""location"":[0,17],""value"":""Request Submitted"",""confidence"":1}]","{""intent"":""iRedemption"",""confidence"":0.23251535356000375}","Your request has been submitted. One of our representative will contact you shortly.,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:48:55.153Z,2019-05-14T05:48:55.225Z,17187eb7-0390-4d53-b30c-8a8882ee6057,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,i would like to do partial withdrawal,"[{""entity"":""eWithdrawMoneyMethod"",""location"":[19,37],""value"":""partial withdraw"",""confidence"":0.7}]","{""intent"":""iRedemption"",""confidence"":0.755089521408081}","Please check & submit your  partial withdrawal request? <!--comment-->
    <br>
    <br>
    <div id=""_disabled"">
        <div class=""row"">
          <form class=""col s12""><div class=""row""><div>Min Amount is Rs. 1000 and Max Amount you can withdraw is Rs. {{{partial_withdrawal_amount}}}<br></div></div>
            <div class=""row"">
              <div class=""input-field col s12"">
                <i class=""material-icons prefix"">attach_money
                </i>
                <input id=""id_partial_withdraw_amount"" type=""number"" class=""validate"" max=""{{{partial_withdrawal_amount}}}"" min=""1000"" value=""1000"">
                <label for=""id_partial_withdraw_amount""></label>
              </div>
              <button id=""id_partial_withdraw_click"" class=""btn waves-effect waves-light grey darken-2 chip white-text"" type=""button"" onclick=""fullWithdrawal()""
                style=""margin: 0 55px 0 30px"">
                <i class=""fas fa-check prefix""></i>Submit</button>
                <button id=""id_cancel_click"" class=""btn waves-effect waves-light grey darken-2 chip white-text"" type=""button"" onclick=""GoBack()""
                style=""margin: 0"">
                <i class=""fas fa-check prefix""></i>Cancel</button>
            </div>
          </form>
        </div>
    </div>"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:44:18.617Z,2019-05-14T05:44:18.624Z,4b8c737f-159f-4bf1-b626-a8ca42216b2a,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:47:37.730Z,2019-05-14T05:47:37.832Z,867aa934-5b4a-4bae-aa21-3c655f1cbe41,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,i want to know my net asset value,"[{""entity"":""eNav"",""location"":[18,33],""value"":""Nav"",""confidence"":0.9975610971450806}]","{""intent"":""iKnowMyNavValue"",""confidence"":0.758511734008789}","{{{check_account}}} ,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:47:27.840Z,2019-05-14T05:47:27.929Z,06cd964b-b19b-4bcb-935c-ae8e20c807e5,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,my customer id is 12345,"[{""entity"":""eInceptionDate"",""location"":[18,23],""value"":""12345"",""confidence"":0.2460087239742279},{""entity"":""sys-number"",""location"":[18,23],""value"":""12345"",""confidence"":1,""metadata"":{""numeric_value"":12345}}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.9157547950744629}",<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:48:00.039Z,2019-05-14T05:48:00.129Z,cd4b779e-a3f0-42ac-9f8e-bc14ad90ce9f,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,i want a statement from the beginning,"[{""entity"":""eInceptionDate"",""location"":[28,37],""value"":""beginning"",""confidence"":0.7743906378746033}]","{""intent"":""iSendStatement"",""confidence"":0.9697212696075439}",{{{user_provided_specific_dates}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:48:18.513Z,2019-05-14T05:48:18.562Z,861cb932-538f-443c-b97c-c265fc957065,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,what questions you can handle,[],"{""intent"":""iHandleQuestion"",""confidence"":0.9816685199737549}","At the moment I am only trained to answer following question. Check Net Asset Value , Get Mini Statement, Get Statement, Update Aadhaar Number and Redemption,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-14T05:48:09.442Z,2019-05-14T05:48:09.492Z,ab93fa9b-8872-481c-b06b-f3237ee14593,2aee3c3b-0313-4e81-a2bf-4d953178f2a0,for the first one,"[{""entity"":""eSelection"",""location"":[8,17],""value"":""first"",""confidence"":1},{""entity"":""sys-number"",""location"":[14,17],""value"":""1"",""confidence"":1,""metadata"":{""numeric_value"":1}}]","{""intent"":""iKnowMyNavValue"",""confidence"":0.5343732118606568}",{{{user_selected_statement_no}}} 
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:20:27.735Z,2019-05-17T10:20:27.778Z,7fc14d5e-e978-451d-901a-49d2ce18f955,d1a80b7e-ccb6-4acd-88da-98feec275274,partially,[],,"Can you reword your statement? I'm not understanding.,{{{check_for_user_scheme_selection_for_redemption}}}"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:20:41.517Z,2019-05-17T10:20:41.560Z,3b3414e9-df7a-446a-a009-9ecad3b7889d,d1a80b7e-ccb6-4acd-88da-98feec275274,partial withdrawal,"[{""entity"":""eWithdrawMoneyMethod"",""location"":[0,18],""value"":""partial withdraw"",""confidence"":0.7}]","{""intent"":""iRedemption"",""confidence"":0.2977533627322742}","Please check & submit your  partial withdrawal request? <!--comment-->
    <br>
    <br>
    <div id=""_disabled"">
        <div class=""row"">
          <form class=""col s12""><div class=""row""><div>Min Amount is Rs. 1000 and Max Amount you can withdraw is Rs. {{{partial_withdrawal_amount}}}<br></div></div>
            <div class=""row"">
              <div class=""input-field col s12"">
                <i class=""material-icons prefix"">attach_money
                </i>
                <input id=""id_partial_withdraw_amount"" type=""number"" class=""validate"" max=""{{{partial_withdrawal_amount}}}"" min=""1000"" value=""1000"">
                <label for=""id_partial_withdraw_amount""></label>
              </div>
              <button id=""id_partial_withdraw_click"" class=""btn waves-effect waves-light grey darken-2 chip white-text"" type=""button"" onclick=""fullWithdrawal()""
                style=""margin: 0 55px 0 30px"">
                <i class=""fas fa-check prefix""></i>Submit</button>
                <button id=""id_cancel_click"" class=""btn waves-effect waves-light grey darken-2 chip white-text"" type=""button"" onclick=""GoBack()""
                style=""margin: 0"">
                <i class=""fas fa-check prefix""></i>Cancel</button>
            </div>
          </form>
        </div>
    </div>"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T12:21:26.161Z,2019-05-17T12:21:26.176Z,f881873d-45f6-4e9f-a9f6-4714153df59b,c931d8d2-4c09-4627-af2e-1117dcb6fc36,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T11:36:55.357Z,2019-05-17T11:36:55.432Z,7532ef80-611d-4924-b455-82093ae1f397,6433528e-850e-4db0-b01d-92b51b70ff0d,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T12:00:44.605Z,2019-05-17T12:00:44.614Z,4915ca20-02c3-4e3d-8b40-c7261b20fcf6,294f0b81-05ce-49ea-921f-2c69966f8c75,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:26:29.388Z,2019-05-17T10:26:29.396Z,d9123fc6-3fc4-4eb2-b633-fb0a5a224e89,5d9320a1-03db-4844-a057-ead45cd0230a,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:30:31.160Z,2019-05-17T10:30:31.196Z,a11203a1-142d-41de-b1fb-5a4fb72d0b7c,5d9320a1-03db-4844-a057-ead45cd0230a,12345,"[{""entity"":""eInceptionDate"",""location"":[0,5],""value"":""12345"",""confidence"":0.24336114525794983},{""entity"":""sys-number"",""location"":[0,5],""value"":""12345"",""confidence"":1,""metadata"":{""numeric_value"":12345}}]",,<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:30:45.580Z,2019-05-17T10:30:45.621Z,0651d149-7cd2-4841-84c4-3a7b03056295,5d9320a1-03db-4844-a057-ead45cd0230a,for both,"[{""entity"":""eSelection"",""location"":[4,8],""value"":""both"",""confidence"":1}]","{""intent"":""iByeBye"",""confidence"":0.4263273000717163}",{{{user_selected_statement_no}}} 
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:30:51.626Z,2019-05-17T10:30:51.633Z,fa9cf6d0-54dd-4159-a2ea-4229593f67fa,f6d31391-90b6-406c-aa3f-9b39585317d6,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:30:39.424Z,2019-05-17T10:30:39.483Z,e52e91fd-cfac-45ee-967f-c5b5996ee6dd,5d9320a1-03db-4844-a057-ead45cd0230a,i want a statement from beginning,"[{""entity"":""eInceptionDate"",""location"":[24,33],""value"":""beginning"",""confidence"":0.9394406080245972}]","{""intent"":""iSendStatement"",""confidence"":0.9653688907623292}",{{{user_provided_specific_dates}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:28:07.927Z,2019-05-17T09:28:07.936Z,eb4be4e5-6528-40b1-a5e2-b5637c6c50a5,7edfd65e-f3d6-412d-9117-ba7f8f390c15,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:42:40.197Z,2019-05-17T09:42:40.209Z,4d0fabbe-38a4-4ae3-b991-03ef7f887a87,db3032b1-79a6-4693-8263-79ae096c10df,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:33:05.822Z,2019-05-17T09:33:05.834Z,95f44012-a461-46e5-8375-9753aaf01dc8,8545b63b-ad18-4820-a0ab-0ee4f7e09dda,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:32:31.077Z,2019-05-17T09:32:32.224Z,0a85b3cd-55b3-4158-a465-cf5691e3fa52,7edfd65e-f3d6-412d-9117-ba7f8f390c15,345,"[{""entity"":""sys-number"",""location"":[0,3],""value"":""345"",""confidence"":1,""metadata"":{""numeric_value"":345}}]",,<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-17T09:32:36.001Z,2019-05-17T09:32:36.090Z,43e2f034-9629-432f-82f6-6b7cee56baea,dec475da-8459-46da-989c-3ab17261eb17,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:18:45.513Z,2019-05-17T10:18:45.548Z,3e45a610-490b-45c8-9f60-0bf4d1f57086,d1a80b7e-ccb6-4acd-88da-98feec275274,valid id,"[{""entity"":""eIDValidation"",""location"":[0,8],""value"":""IDisValid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.554755163192749}",How can I help you today ?
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:18:51.313Z,2019-05-17T10:18:51.380Z,6673fb2e-a169-41ff-92ec-06d00c6f2d08,d1a80b7e-ccb6-4acd-88da-98feec275274,i want to know my nav,"[{""entity"":""eNav"",""location"":[18,21],""value"":""Nav"",""confidence"":0.9554400444030762}]","{""intent"":""iKnowMyNavValue"",""confidence"":1}","{{{check_account}}} ,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:19:45.324Z,2019-05-17T10:19:45.359Z,cb5b19e5-2a76-48cb-a117-99968a2a9c75,d1a80b7e-ccb6-4acd-88da-98feec275274,first one,"[{""entity"":""eSelection"",""location"":[0,9],""value"":""first"",""confidence"":1},{""entity"":""sys-number"",""location"":[6,9],""value"":""1"",""confidence"":1,""metadata"":{""numeric_value"":1}}]","{""intent"":""iByeBye"",""confidence"":0.21290949407613766}",{{{user_selected_statement_no}}} 
788e608a-118d-4c68-811a-45391400b024,2019-05-17T10:01:36.868Z,2019-05-17T10:01:36.875Z,3696fe0a-139e-4801-bfd8-f3446f696c99,d1a80b7e-ccb6-4acd-88da-98feec275274,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:44:37.372Z,2019-05-31T07:44:38.182Z,6b463f6b-5f12-4f40-b620-a354f6974f5a,24b4d615-5940-4eba-90a2-33166e5b249f,my client id is 12345 please,"[{""entity"":""eInceptionDate"",""location"":[16,21],""value"":""12345"",""confidence"":0.12337880581617355},{""entity"":""sys-number"",""location"":[16,21],""value"":""12345"",""confidence"":1,""metadata"":{""numeric_value"":12345}}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.702148151397705}",<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:44:27.050Z,2019-05-31T07:44:27.133Z,a28ee9f6-5049-4b48-8a6d-99f92f6f9816,24b4d615-5940-4eba-90a2-33166e5b249f,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:45:33.145Z,2019-05-31T07:45:33.188Z,b061c315-0a06-4486-abdd-4b7520c6b38a,24b4d615-5940-4eba-90a2-33166e5b249f,first one please,"[{""entity"":""eSelection"",""location"":[0,9],""value"":""first"",""confidence"":1},{""entity"":""sys-number"",""location"":[6,9],""value"":""1"",""confidence"":1,""metadata"":{""numeric_value"":1}}]","{""intent"":""iByeBye"",""confidence"":0.25464908458758945}",{{{user_selected_statement_no}}} 
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:45:37.262Z,2019-05-31T07:45:37.299Z,46a5b5be-ac7f-43f5-8088-b677c44e2478,24b4d615-5940-4eba-90a2-33166e5b249f,bye,[],"{""intent"":""iByeBye"",""confidence"":1}",Fantastic! I am glad I could help. Bye
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:45:05.308Z,2019-05-31T07:45:05.468Z,c90198fd-bc2a-4076-ae7d-b3d37dcd3b74,24b4d615-5940-4eba-90a2-33166e5b249f,could you please tell my nav,"[{""entity"":""eNav"",""location"":[25,28],""value"":""Nav"",""confidence"":0.9554400444030762}]","{""intent"":""iKnowMyNavValue"",""confidence"":0.8965204715728761}","{{{check_account}}} ,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-05-31T07:45:28.824Z,2019-05-31T07:45:28.868Z,de861212-d993-4bf3-a507-fb4e14eb2fa2,24b4d615-5940-4eba-90a2-33166e5b249f,get me my statement,[],"{""intent"":""iSendStatement"",""confidence"":0.9387617588043213}",{{{user_provided_specific_dates}}}
788e608a-118d-4c68-811a-45391400b024,2019-05-31T08:05:19.039Z,2019-05-31T08:05:19.072Z,93929819-35d5-48ad-bef9-ee9b0a1403e9,5c161e52-63c6-41ae-a4d4-afd47ea656c2,valid id,"[{""entity"":""eIDValidation"",""location"":[0,8],""value"":""IDisValid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.554755163192749}",How can I help you today ?
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:35:20.718Z,2019-06-06T06:35:20.734Z,8bba41a8-de62-4d5e-8dbf-a5ed422f7d38,99696295-6989-415d-9e94-d0f79f23d5ca,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:39:20.288Z,2019-06-06T06:39:20.370Z,e455cdaf-38ed-4b26-b08d-2da0ec2c2ace,637a58fa-d927-41b9-a887-2dbd87e8331b,i want to know my net asset value,"[{""entity"":""eNav"",""location"":[18,33],""value"":""Nav"",""confidence"":0.9975610971450806}]","{""intent"":""iKnowMyNavValue"",""confidence"":0.758511734008789}","{{{check_account}}} ,What else I can do for you ?"
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:39:41.467Z,2019-06-06T06:39:41.506Z,b6c04325-ceef-4513-9b70-a57760bcb1d3,637a58fa-d927-41b9-a887-2dbd87e8331b,for the first one,"[{""entity"":""eSelection"",""location"":[8,17],""value"":""first"",""confidence"":1},{""entity"":""sys-number"",""location"":[14,17],""value"":""1"",""confidence"":1,""metadata"":{""numeric_value"":1}}]","{""intent"":""iKnowMyNavValue"",""confidence"":0.5343732118606568}",{{{user_selected_statement_no}}} 
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:39:42.149Z,2019-06-06T06:39:42.194Z,4d51e8f5-71ff-4e36-ab2b-b30977b93e5e,637a58fa-d927-41b9-a887-2dbd87e8331b,okay,"[{""entity"":""eResponses"",""location"":[0,4],""value"":""yes"",""confidence"":1}]",,What else I can do for you ?
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:39:10.246Z,2019-06-06T06:39:11.348Z,e89d8713-feef-49bc-b70c-3feb7aee2e03,637a58fa-d927-41b9-a887-2dbd87e8331b,my id is 12345,"[{""entity"":""eInceptionDate"",""location"":[9,14],""value"":""12345"",""confidence"":0.2460087239742279},{""entity"":""sys-number"",""location"":[9,14],""value"":""12345"",""confidence"":1,""metadata"":{""numeric_value"":12345}}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.9247647285461427}",<!--comment--> {{{account_number}}}
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:39:12.135Z,2019-06-06T06:39:12.178Z,efc91e70-ef08-4a41-bd49-302d6efebc4f,637a58fa-d927-41b9-a887-2dbd87e8331b,valid id,"[{""entity"":""eIDValidation"",""location"":[0,8],""value"":""IDisValid"",""confidence"":1}]","{""intent"":""iMyAccNumberIs"",""confidence"":0.554755163192749}",How can I help you today ?
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:39:51.474Z,2019-06-06T06:39:51.530Z,b1240b2b-9fb8-4bfd-99e9-da72aa6a56f1,637a58fa-d927-41b9-a887-2dbd87e8331b,i would like to withdraw some money,"[{""entity"":""eWithdrawMoneyMethod"",""location"":[25,35],""value"":""partial withdraw"",""confidence"":1}]","{""intent"":""iRedemption"",""confidence"":0.9900888442993165}",{{{get_scheme_for_redemption}}}
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:40:04.943Z,2019-06-06T06:40:04.981Z,d1b1b354-50bd-468f-9c02-0691cd5bd02d,637a58fa-d927-41b9-a887-2dbd87e8331b,for the second one,"[{""entity"":""eSelection"",""location"":[8,18],""value"":""second"",""confidence"":1},{""entity"":""sys-number"",""location"":[15,18],""value"":""1"",""confidence"":1,""metadata"":{""numeric_value"":1}}]","{""intent"":""iByeBye"",""confidence"":0.6082933902740479}",{{{check_for_user_scheme_selection_for_redemption}}}
788e608a-118d-4c68-811a-45391400b024,2019-06-06T06:39:03.287Z,2019-06-06T06:39:03.308Z,6a9d327a-7813-4b05-b75a-018ef28801f8,637a58fa-d927-41b9-a887-2dbd87e8331b,,[],,"Hi! I am K buddy. ,Could you please tell me your 5 digit Customer ID number ?"
788e608a-118d-4c68-811a-45391400b024,2019-04-19T06:36:25.087Z,2019-04-19T06:36:25.187Z,122474fd-13ae-464f-b1f1-200420b78957,bcd36bc2-de1b-4e3d-a45a-e8867c0bc295,i want a mini statement,[],"{""intent"":""iMiniStatement"",""confidence"":0.9603731155395507}",{{{id_check_acc_mini_statement}}}
